7.709999999999999964e+00,6.559999999999999609e+00,7.709999999999999964e+00,7.740000000000000213e+00
9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00
7.089999999999999858e+00,4.139999999999999680e+00,7.000000000000000000e+00,6.790000000000000036e+00
8.210000000000000853e+00,6.969999999999999751e+00,8.269999999999999574e+00,8.419999999999999929e+00
6.940000000000000391e+00,7.009999999999999787e+00,7.049999999999999822e+00,6.009999999999999787e+00
5.089999999999999858e+00,4.969999999999999751e+00,4.969999999999999751e+00,5.969999999999999751e+00
8.939999999999999503e+00,7.809999999999999609e+00,7.990000000000000213e+00,8.990000000000000213e+00
7.230000000000000426e+00,4.950000000000000178e+00,7.370000000000000107e+00,7.830000000000000071e+00
7.030000000000000249e+00,5.000000000000000000e+00,7.009999999999999787e+00,6.040000000000000036e+00
5.009999999999999787e+00,2.990000000000000213e+00,5.059999999999999609e+00,4.030000000000000249e+00
7.000000000000000000e+00,5.000000000000000000e+00,7.459999999999999964e+00,8.099999999999999645e+00
7.000000000000000000e+00,1.909999999999999920e+00,7.040000000000000036e+00,7.000000000000000000e+00
8.009999999999999787e+00,5.059999999999999609e+00,7.469999999999999751e+00,8.009999999999999787e+00
8.009999999999999787e+00,7.009999999999999787e+00,7.849999999999999645e+00,8.009999999999999787e+00
7.000000000000000000e+00,1.959999999999999964e+00,7.500000000000000000e+00,7.370000000000000107e+00
5.150000000000000355e+00,1.909999999999999920e+00,5.040000000000000036e+00,3.770000000000000018e+00
2.859999999999999876e+00,1.000000000000000000e+00,3.509999999999999787e+00,1.060000000000000053e+00
7.120000000000000107e+00,4.950000000000000178e+00,8.029999999999999361e+00,7.049999999999999822e+00
8.150000000000000355e+00,5.009999999999999787e+00,7.820000000000000284e+00,8.089999999999999858e+00
3.959999999999999964e+00,1.000000000000000000e+00,4.940000000000000391e+00,1.909999999999999920e+00
1.909999999999999920e+00,1.000000000000000000e+00,7.379999999999999893e+00,1.000000000000000000e+00
2.970000000000000195e+00,1.000000000000000000e+00,5.059999999999999609e+00,2.029999999999999805e+00
4.169999999999999929e+00,1.969999999999999973e+00,5.820000000000000284e+00,4.049999999999999822e+00
6.530000000000000249e+00,2.029999999999999805e+00,6.509999999999999787e+00,7.940000000000000391e+00
4.969999999999999751e+00,1.000000000000000000e+00,3.959999999999999964e+00,2.100000000000000089e+00
8.269999999999999574e+00,5.000000000000000000e+00,8.320000000000000284e+00,8.119999999999999218e+00
5.059999999999999609e+00,1.050000000000000044e+00,5.040000000000000036e+00,2.879999999999999893e+00
5.040000000000000036e+00,1.000000000000000000e+00,5.040000000000000036e+00,2.029999999999999805e+00
3.720000000000000195e+00,1.060000000000000053e+00,7.150000000000000355e+00,2.959999999999999964e+00
3.879999999999999893e+00,1.189999999999999947e+00,4.129999999999999893e+00,7.419999999999999929e+00
4.860000000000000320e+00,1.000000000000000000e+00,4.990000000000000213e+00,1.870000000000000107e+00
7.969999999999999751e+00,7.040000000000000036e+00,8.279999999999999361e+00,8.060000000000000497e+00
5.040000000000000036e+00,1.000000000000000000e+00,4.940000000000000391e+00,1.850000000000000089e+00
6.719999999999999751e+00,6.349999999999999645e+00,6.790000000000000036e+00,7.910000000000000142e+00
5.179999999999999716e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.949999999999999956e+00
4.919999999999999929e+00,1.000000000000000000e+00,5.280000000000000249e+00,1.860000000000000098e+00
4.309999999999999609e+00,1.000000000000000000e+00,4.849999999999999645e+00,2.029999999999999805e+00
4.969999999999999751e+00,1.000000000000000000e+00,6.049999999999999822e+00,1.770000000000000018e+00
5.000000000000000000e+00,1.000000000000000000e+00,7.059999999999999609e+00,2.009999999999999787e+00
4.879999999999999893e+00,1.000000000000000000e+00,3.049999999999999822e+00,2.040000000000000036e+00
